count,hate_speech,offensive_language,neither,class,tweet,tweet_length,cleaned_tweet,preprocessed_tweet,label
3,0,3,0,Offensive Language,Hunkie is resorting to dick kicks,33,hunkie is resorting to dick kicks,hunkie resorting dick kick,1
3,0,3,0,Offensive Language,"I'm seventeen years old with a government job, ask me if I give two fucks about the next bitch &#128564;",104,im seventeen years old with a government job ask me if i give two fucks about the next bitch,im seventeen year old government job ask give two fuck next bitch,1
3,1,0,2,Neither,"@big_msudawg11 oh state, just enjoy your trailer trash and your sub par sports.",79,oh state just enjoy your trailer trash and your sub par sports,oh state enjoy trailer trash sub par sport,2
3,2,1,0,Hate Speech,It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me,80,it stinks in here must be then pussy ass niggas talkin shit tomyfacebro test me,stink must pussy as nigga talkin shit tomyfacebro test,0
3,0,0,3,Neither,@RubyFakhoury @Nyquil_Dreams @guynamedjordan lets not forget the fact that everyone and their mother has yellow fever,117,lets not forget the fact that everyone and their mother has yellow fever,let forget fact everyone mother yellow fever,2
3,1,2,0,Offensive Language,Shouts out to my down ass bitches who never give a nigga a hard time!,69,shouts out to my down ass bitches who never give a nigga a hard time,shout as bitch never give nigga hard time,1
3,0,3,0,Offensive Language,I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.,108,i feel so alone i miss my wife so much i hate the white trash who raped and killed her and our daughters,feel alone miss wife much hate white trash raped killed daughter,1
3,0,0,3,Neither,Has anyone ever purchased baseball field dirt? I really want dirt from @Yankees Stadium for my grandfather's grave. #weirdtweets,128,has anyone ever purchased baseball field dirt i really want dirt from stadium for my grandfathers grave weirdtweets,anyone ever purchased baseball field dirt really want dirt stadium grandfather grave weirdtweets,2
3,0,3,0,Offensive Language,@BH_Dragons he's fucking trash,30,hes fucking trash,he fucking trash,1
3,0,3,0,Offensive Language,RT @AndreShakti: Just took electric stim to my pussy! Eeek! Back on @KinkLive in 5 mins! http://t.co/41apcwSmQN,111,just took electric stim to my pussy eeek back on in mins,took electric stim pussy eeek back min,1
3,0,3,0,Offensive Language,You always see some shit on Old York Rd on the late night I done seen like 4 tranny and a midget,96,you always see some shit on old york rd on the late night i done seen like tranny and a midget,always see shit old york rd late night done seen like tranny midget,1
3,2,1,0,Hate Speech,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,94,a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,nicca say ballin ask em title n deed wher clothes n key,0
3,0,0,3,Neither,"@Steve_wojtkiw @EmmaLouisaSuttl Wise decision,this Alfie must be a right mong.",78,wise decisionthis alfie must be a right mong,wise decisionthis alfie must right mong,2
3,0,3,0,Offensive Language,"@Pacific_Tomb yeah, us crackers are the devil.",46,yeah us crackers are the devil,yeah u cracker devil,1
3,0,3,0,Offensive Language,RT @RichBitxh_: Highwaisted jeans are not made for everyone bitches be looking horrible,87,highwaisted jeans are not made for everyone bitches be looking horrible,highwaisted jean made everyone bitch looking horrible,1
3,0,3,0,Offensive Language,"RT @_ViciousMoe: i have absolutely no ""hoes""",44,i have absolutely no hoes,absolutely hoe,1
3,0,3,0,Offensive Language,RT @BobGNARLEE: Back when I was a young buffalo soldier ha s/o to the bro @_whereisperry #tbt We still in this bitch&#8230; http://t.co/FR1aaIV42x,146,back when i was a young buffalo soldier ha so to the bro tbt we still in this bitch,back young buffalo soldier ha bro tbt still bitch,1
3,0,3,0,Offensive Language,"All these hoes trife I can never cuff , I've been hurt before so I can never give a fuck",88,all these hoes trife i can never cuff ive been hurt before so i can never give a fuck,hoe trife never cuff ive hurt never give fuck,1
3,0,3,0,Offensive Language,@kieffer_jason ha bitch who angry bitch am taller and older then your fake ass boy stfu your making yourself look like a dumbass pussy boyy!,140,ha bitch who angry bitch am taller and older then your fake ass boy stfu your making yourself look like a dumbass pussy boyy,ha bitch angry bitch taller older fake as boy stfu making look like dumbass pussy boyy,1
3,0,3,0,Offensive Language,Don't love these hoes don't lean on bitches,43,dont love these hoes dont lean on bitches,dont love hoe dont lean bitch,1
3,0,3,0,Offensive Language,these hoes #superweak,21,these hoes superweak,hoe superweak,1
3,0,3,0,Offensive Language,RT @RedHeadRay_: I swear I saw more then 3 bitches jump this girl &#128583;,75,i swear i saw more then bitches jump this girl,swear saw bitch jump girl,1
3,0,3,0,Offensive Language,Uhhh bitch,10,uhhh bitch,uhhh bitch,1
6,1,4,1,Offensive Language,"RT @frankieboyle: You can ask yourself if you trust Clegg, Cameron and Miliband, or you can vote Yes and never think about the cunts ever a&#8230;",146,you can ask yourself if you trust clegg cameron and miliband or you can vote yes and never think about the cunts ever a,ask trust clegg cameron miliband vote yes never think cunt ever,1
3,0,3,0,Offensive Language,I knew a New Orleans nig would say something crazy lol,54,i knew a new orleans nig would say something crazy lol,knew new orleans nig would say something crazy lol,1
3,0,0,3,Neither,RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF,123,so this is the woman who was a bird then turned into a woman from the sky in nigeria,woman bird turned woman sky nigeria,2
3,2,1,0,Hate Speech,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina,86,my best friend loves justin beiber what a fag,best friend love justin beiber fag,0
3,1,2,0,Offensive Language,All these faggot fell asleep on me,34,all these faggot fell asleep on me,faggot fell asleep,1
3,0,2,1,Offensive Language,"RT @KingHorseDick: ""That bitch had to pull my hair to win"" RT @Mryungone Lol so what do you tweet if you lose?",110,that bitch had to pull my hair to win lol so what do you tweet if you lose,bitch pull hair win lol tweet lose,1
3,0,3,0,Offensive Language,I don't even play flappy bird anymore because fuck him,54,i dont even play flappy bird anymore because fuck him,dont even play flappy bird anymore fuck,1
3,1,2,0,Offensive Language,@pot_headed yeah I tend you grab ass &#128075;and smack bitches in the morning . I don't think you can hang lol&#128514;&#128076;,129,yeah i tend you grab ass and smack bitches in the morning i dont think you can hang lol,yeah tend grab as smack bitch morning dont think hang lol,1
3,1,2,0,Offensive Language,I kno it's upside down cunt http://t.co/qF0EXo9m5O,50,i kno its upside down cunt,kno upside cunt,1
3,0,3,0,Offensive Language,I'm beginning to thincc my brother is defiantly into fat Mexican bitches....? Eugh &#128534;,92,im beginning to thincc my brother is defiantly into fat mexican bitches eugh,im beginning thincc brother defiantly fat mexican bitch eugh,1
3,0,3,0,Offensive Language,&#8220;@Livefromthe_A: These Niggaz bitches hiding behind gangs they ain't in &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;,138,these niggaz bitches hiding behind gangs they aint in,niggaz bitch hiding behind gang aint,1
6,0,6,0,Offensive Language,This bitch Gmfu.,16,this bitch gmfu,bitch gmfu,1
3,0,3,0,Offensive Language,"""So he's a good football player...but he still acts like a nig""",63,so hes a good football playerbut he still acts like a nig,he good football playerbut still act like nig,1
3,0,3,0,Offensive Language,"RT @NothingLikeIt15: These hoes getting dressed up as hoes for Halloween, just to do what they always do every other night.",123,these hoes getting dressed up as hoes for halloween just to do what they always do every other night,hoe getting dressed hoe halloween always every night,1
3,0,3,0,Offensive Language,@EaTMyTweetZz @LilButtSHAR that bitch hit the chick when she won't looking.. That shit weak af,94,that bitch hit the chick when she wont looking that shit weak af,bitch hit chick wont looking shit weak af,1
3,0,0,3,Neither,@GoneWithKalijah She was always a pathetic mutt desperately seeking attention &amp; a purpose. No matter what JP writes that will never change,142,she was always a pathetic mutt desperately seeking attention amp a purpose no matter what jp writes that will never change,always pathetic mutt desperately seeking attention amp purpose matter jp writes never change,2
3,0,1,2,Neither,"How now, gung-ho?",17,how now gungho,gungho,2
3,0,3,0,Offensive Language,Forgot how good I am at NHL13. Too bad @ChiefGaming is a pussy and wont buy it. Scared to get fuckin scraped.,109,forgot how good i am at nhl too bad is a pussy and wont buy it scared to get fuckin scraped,forgot good nhl bad pussy wont buy scared get fuckin scraped,1
6,0,0,6,Neither,"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals.",84,at this rate id cheer for the awful new york yankees over the st louis cardinals,rate id cheer awful new york yankee st louis cardinal,2
3,0,3,0,Offensive Language,&#8220;@IIXIXIII: Honesty is all I ask for&#8221; you ugly then a hoe then,74,honesty is all i ask for you ugly then a hoe then,honesty ask ugly hoe,1
3,0,3,0,Offensive Language,I wish bitches would be straight up wit their friends and tell em they look ugly when they really do and not say they cute &#128530; smh,136,i wish bitches would be straight up wit their friends and tell em they look ugly when they really do and not say they cute smh,wish bitch would straight wit friend tell em look ugly really say cute smh,1
3,0,3,0,Offensive Language,A man will cheat on his woman.. Fuck 20 different bitches in 1 year.,68,a man will cheat on his woman fuck different bitches in year,man cheat woman fuck different bitch year,1
3,0,3,0,Offensive Language,The hoes are for EVERYBODY my nigga!,36,the hoes are for everybody my nigga,hoe everybody nigga,1
3,0,3,0,Offensive Language,"RT @CjayyTaughtHer: Eat her pussy when she mad, sad, stressed, mad at you, or whatever shit just lay her down and eat her pussy up &#128076;&#128069;&#128166;",158,eat her pussy when she mad sad stressed mad at you or whatever shit just lay her down and eat her pussy up,eat pussy mad sad stressed mad whatever shit lay eat pussy,1
3,1,2,0,Offensive Language,I'm boutta deck this bitch in the face .,40,im boutta deck this bitch in the face,im boutta deck bitch face,1
3,0,2,1,Offensive Language,"Hahahaaha my teacher just realed these thots. She said ""You need to stop acting ghetto cause its not cute""",106,hahahaaha my teacher just realed these thots she said you need to stop acting ghetto cause its not cute,hahahaaha teacher realed thots said need stop acting ghetto cause cute,1
3,2,1,0,Hate Speech,@UberFacts studies show that you're a faggot,44,studies show that youre a faggot,study show youre faggot,0
3,1,0,2,Neither,jacob u look like a monkey in dis http://t.co/rkaqn0GRQe,56,jacob u look like a monkey in dis,jacob u look like monkey dis,2
3,0,3,0,Offensive Language,@ZwengerSierra how about you @ me bitch,39,how about you me bitch,bitch,1
3,0,3,0,Offensive Language,RT @_LastQueenCyn_: Niggas be in that pussy like http://t.co/DDJSB5itcD,71,niggas be in that pussy like,nigga pussy like,1
3,0,1,2,Neither,RT @tumblrfunniest: When I throw away paperball perfectly into the trash can: http://t.co/215E0H0PS9,100,when i throw away paperball perfectly into the trash can,throw away paperball perfectly trash,2
3,0,3,0,Offensive Language,Water whippin bitch that bobby buschi,37,water whippin bitch that bobby buschi,water whippin bitch bobby buschi,1
3,0,3,0,Offensive Language,&#8220;@mikeceeno: Just seen 2 pregnant bitches fight&#8221; did the look like sumo wrestlers?,94,just seen pregnant bitches fight did the look like sumo wrestlers,seen pregnant bitch fight look like sumo wrestler,1
3,0,3,0,Offensive Language,RT @YoungAmari_: Dizzy bitch &#128530;&#128564;,47,dizzy bitch,dizzy bitch,1
3,0,0,3,Neither,like. animal crackers are legit the best snack,46,like animal crackers are legit the best snack,like animal cracker legit best snack,2
3,0,3,0,Offensive Language,I follow sum bush ass bitches on here &#128565;,47,i follow sum bush ass bitches on here,follow sum bush as bitch,1
6,0,6,0,Offensive Language,@CapoDaAssHole @Alejandro_Bihhh lmaooo niggas ain't but hoes is I think I'm winning,83,lmaooo niggas aint but hoes is i think im winning,lmaooo nigga aint hoe think im winning,1
3,0,3,0,Offensive Language,&#8220;@TKetterhagen: Better not have any bitch ass people in my classes tomorrow&#8221;,88,better not have any bitch ass people in my classes tomorrow,better bitch as people class tomorrow,1
3,1,2,0,Offensive Language,@vivaalakatyy @J_Fritzy @Lompartayy that's all the action you'll probably get bitch,83,thats all the action youll probably get bitch,thats action youll probably get bitch,1
3,0,0,3,Neither,Charlie and I!:) love that dog!!:) http://t.co/8AQXiYg6Ov,57,charlie and i love that dog,charlie love dog,2
3,0,3,0,Offensive Language,The bitch is freeee!!!! ;D,26,the bitch is freeee d,bitch freeee,1
3,0,3,0,Offensive Language,RT @_TrillKVLE: @Visually_Gifted I'll find you a ride. But it's no pussy shit and that was some pussy shit &#128548;&#128514;,125,ill find you a ride but its no pussy shit and that was some pussy shit,ill find ride pussy shit pussy shit,1
3,0,0,3,Neither,Going up to the view point and seeing star child..... What the monkey,69,going up to the view point and seeing star child what the monkey,going view point seeing star child monkey,2
3,0,3,0,Offensive Language,RT @TheRealMFast: I wish a bitch would &#128544;&#128556;&#128548;&#128298;&#128299; http://t.co/jSnDXuyPdN,107,i wish a bitch would,wish bitch would,1
3,0,3,0,Offensive Language,Currently sitting down wishing a bitch would.&#128133;,54,currently sitting down wishing a bitch would,currently sitting wishing bitch would,1
6,1,5,0,Offensive Language,@KazAtta I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch,130,i woulda jus told skylar one night hey i got a flight in the morninyou wit it or nah while textin my brazilian bitch,woulda jus told skylar one night hey got flight morninyou wit nah textin brazilian bitch,1
3,2,0,1,Hate Speech,"Not trying to follow any spooks, no offense ...",47,not trying to follow any spooks no offense,trying follow spook offense,0
3,0,3,0,Offensive Language,@SchulzGrayson @Dswizzle3 if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy,139,if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy,going talk shit least back fight bitch as nigga swear u nigga fake pussy boy,1
3,0,0,3,Neither,Tommy trash,11,tommy trash,tommy trash,2
3,0,3,0,Offensive Language,I've been sleeping with my mom for the past few weeks and I swear this bitch is having sex dreams or something always moaning in her sleep,138,ive been sleeping with my mom for the past few weeks and i swear this bitch is having sex dreams or something always moaning in her sleep,ive sleeping mom past week swear bitch sex dream something always moaning sleep,1
3,0,3,0,Offensive Language,Ya bitch wnna ride with me,26,ya bitch wnna ride with me,ya bitch wnna ride,1
3,1,2,0,Offensive Language,But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.,118,but yall niggas want to call these women hoes when they leave you for a nigga that appreciates her fuck you lil niggas,yall nigga want call woman hoe leave nigga appreciates fuck lil nigga,1
3,0,0,3,Neither,No more speculation. No more mock drafts. It's finally Draft Day. #BortlesKombat #StormWarning #BuiltByUCF #ChargeOn,116,no more speculation no more mock drafts its finally draft day bortleskombat stormwarning builtbyucf chargeon,speculation mock draft finally draft day bortleskombat stormwarning builtbyucf chargeon,2
3,0,0,3,Neither,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,74,flabby bird sounds turrible lol ill just stick to watching paint dry,flabby bird sound turrible lol ill stick watching paint dry,2
3,0,1,2,Neither,"Js on my feet, that song is trash too loll",42,js on my feet that song is trash too loll,j foot song trash loll,2
3,0,3,0,Offensive Language,Im back to square one . No bitches .no weed a lotta hang ova,60,im back to square one no bitches no weed a lotta hang ova,im back square one bitch weed lotta hang ovum,1
3,0,1,2,Neither,RT @transtrenda: Okay okay but. Trans birds,43,okay okay but trans birds,okay okay trans bird,2
3,0,0,3,Neither,Finally done wif mock regents &#128524;,39,finally done wif mock regents,finally done wif mock regent,2
3,0,3,0,Offensive Language,&#8220;@daaamian_69: &#8220;@tankGonzalez: Stop being such a bitch&#8221;&#8221;,80,stop being such a bitch,stop bitch,1
3,0,3,0,Offensive Language,"Say what you want about @MileyCyrus , but that bitch has pipes!",63,say what you want about but that bitch has pipes,say want bitch pipe,1
3,0,0,3,Neither,"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted""",116,the devil grows inside the hearts of the selfish and wicked white brown yellow and black color is not restricted,devil grows inside heart selfish wicked white brown yellow black color restricted,2
6,2,4,0,Offensive Language,RT @GoatRapLines: When Wale said.....nvm that nigga trash,57,when wale saidnvm that nigga trash,wale saidnvm nigga trash,1
3,0,1,2,Neither,@HarleyyyQuinn_ trash,21,trash,trash,2
3,0,3,0,Offensive Language,If I can't make no money off of you then bitch I don't even want to you.,72,if i cant make no money off of you then bitch i dont even want to you,cant make money bitch dont even want,1
3,0,3,0,Offensive Language,"G's up, hoes down, while you motherfuckers bounce to this.",58,gs up hoes down while you motherfuckers bounce to this,g hoe motherfucker bounce,1
3,0,3,0,Offensive Language,Hahaha I'm fucking weak! RT @ImDaddyTho_: He used to abuse this pussy ...... Lmfao,82,hahaha im fucking weak he used to abuse this pussy lmfao,hahaha im fucking weak used abuse pussy lmfao,1
3,0,3,0,Offensive Language,Can my school please fuckin remove these random ass trash cans in the middle of the hallway that I always fuckin run into,121,can my school please fuckin remove these random ass trash cans in the middle of the hallway that i always fuckin run into,school please fuckin remove random as trash can middle hallway always fuckin run,1
3,0,0,3,Neither,RT @USAgov: Our national bird - the American bald eagle - is an endangered species success story. http://t.co/OJscNNMYEm,120,our national bird the american bald eagle is an endangered species success story,national bird american bald eagle endangered specie success story,2
3,0,3,0,Offensive Language,He called me just to say he was deleting my number.... bitch please.,68,he called me just to say he was deleting my number bitch please,called say deleting number bitch please,1
3,0,3,0,Offensive Language,"You ever see bitches comment on a vine like ""oh my god, that's me!"" Knowin damn well she would neva do some shit like that lmfaaoo",130,you ever see bitches comment on a vine like oh my god thats me knowin damn well she would neva do some shit like that lmfaaoo,ever see bitch comment vine like oh god thats knowin damn well would neva shit like lmfaaoo,1
3,0,3,0,Offensive Language,You bitches got me all the way fucked up idc how many pineapples y'all eat your pussy still gon taste the same so give that shit up please,138,you bitches got me all the way fucked up idc how many pineapples yall eat your pussy still gon taste the same so give that shit up please,bitch got way fucked idc many pineapple yall eat pussy still gon taste give shit please,1
3,0,3,0,Offensive Language,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",57,son of a bitch took my tic tacs i like this movie,son bitch took tic tacs like movie,1
3,3,0,0,Hate Speech,"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots.",132,to the rejects who constantly call my house and are threatening to rape my mom karmas a bitch rot in hell faggots,reject constantly call house threatening rape mom karma bitch rot hell faggot,0
3,1,2,0,Offensive Language,"@Freegeezy17 nigga look my size, plus it get hit in the ass, an look like its been fighting all its life.... I'll sneak dat bitch an RUN!",137,nigga look my size plus it get hit in the ass an look like its been fighting all its life ill sneak dat bitch an run,nigga look size plus get hit as look like fighting life ill sneak dat bitch run,1
3,0,3,0,Offensive Language,RT @paullowry42: @gingerash2013 lol and your response was bitch do I like pregnant?,83,lol and your response was bitch do i like pregnant,lol response bitch like pregnant,1
3,0,2,1,Offensive Language,@AwiLL_2RECKLESS lol his matches from the early 90's when he was IC champion the bitches really would go ham,108,lol his matches from the early s when he was ic champion the bitches really would go ham,lol match early ic champion bitch really would go ham,1
3,0,3,0,Offensive Language,His bitch wan fuck me cuz he sneak dissin me &#128520;,54,his bitch wan fuck me cuz he sneak dissin me,bitch wan fuck cuz sneak dissin,1
3,0,3,0,Offensive Language,lmao little does this bitch know...&#9786;&#65039;&#128564;,59,lmao little does this bitch know,lmao little bitch know,1
3,2,1,0,Hate Speech,RT @__bettyboo: You better pray I don't send your nudes out bitch,65,you better pray i dont send your nudes out bitch,better pray dont send nude bitch,0
3,1,2,0,Offensive Language,RT @donaldblack1995: &#8220;@VoiceOfDStreetz: This nigga jerry room smell like bad pussy!&#128530;&#8221;&#128514;&#128514;&#128514;,132,this nigga jerry room smell like bad pussy,nigga jerry room smell like bad pussy,1
3,0,3,0,Offensive Language,Im the biggest pussy when it comes to scary stuff,49,im the biggest pussy when it comes to scary stuff,im biggest pussy come scary stuff,1
3,0,3,0,Offensive Language,RT @Lamont21225_: &#128514;&#128514;&#128514; this bitch playing volleyball in Timberland's &#128553;&#128514;Edmondson Kids &#128517;&#128514; http://t.co/M4jtNGEJTH,166,this bitch playing volleyball in timberlands edmondson kids,bitch playing volleyball timberland edmondson kid,1
3,0,3,0,Offensive Language,I didn&#8217;t go to school here RT @LmaoAtDoseHoes: Arizona full of ugly hoes RT @t All my crushes ended up ugly after high school damn shame,142,i didnt go to school here arizona full of ugly hoes all my crushes ended up ugly after high school damn shame,didnt go school arizona full ugly hoe crush ended ugly high school damn shame,1
3,0,3,0,Offensive Language,Oh no tht hoe ode fake !!!,26,oh no tht hoe ode fake,oh tht hoe ode fake,1
6,1,1,4,Neither,"RT @sorryimalex: ""now 5sos is starting to tweet the hashtag, they're trash!"" #vote5sos http://t.co/llkuz6VtAi",109,now sos is starting to tweet the hashtag theyre trash votesos,so starting tweet hashtag theyre trash votesos,2
3,0,0,3,Neither,@gabby_moscato @Huntermoore They would make a great baby bird pic bruh!,71,they would make a great baby bird pic bruh,would make great baby bird pic bruh,2
3,0,3,0,Offensive Language,RT @nerdreign: This isn't some privilege to be thrown around all willy-nilly. You've gotta earn the right to call me a bitch.,125,this isnt some privilege to be thrown around all willynilly youve got to earn the right to call me a bitch,isnt privilege thrown around willynilly youve got earn right call bitch,1
3,0,3,0,Offensive Language,anybody on the team has permission to fuck my bitch @Royals,59,anybody on the team has permission to fuck my bitch,anybody team permission fuck bitch,1
3,0,3,0,Offensive Language,why cant girls just admit that they want the dick as much as us guys want the pussy? human nature duhh,102,why cant girls just admit that they want the dick as much as us guys want the pussy human nature duhh,cant girl admit want dick much u guy want pussy human nature duhh,1
6,1,5,0,Offensive Language,"' Indiana niggah you can tell from ma muhhfuckin grammar , I swear I got 3 hoes with me just like I'm Santa &#1041204;&#1043359; .",130,indiana niggah you can tell from ma muhhfuckin grammar i swear i got hoes with me just like im santa,indiana niggah tell muhhfuckin grammar swear got hoe like im santa,1
3,0,3,0,Offensive Language,Just don't be looking for no dick later cuz I'm not a hoe.,58,just dont be looking for no dick later cuz im not a hoe,dont looking dick later cuz im hoe,1
3,0,3,0,Offensive Language,i'm also looking to hire full time bitches,42,im also looking to hire full time bitches,im also looking hire full time bitch,1
6,0,6,0,Offensive Language,"@davidlyon1690 @_shannonmacleod he wants pussy, nd a dini mean a cat",68,he wants pussy nd a dini mean a cat,want pussy nd dini mean cat,1
3,1,2,0,Offensive Language,You must be retarded &#8220;@YahAriah: &#8220;@septicaIs: Quote with a thirst trap &#128520;&#8221;&#128069;&#128069;&#128069; http://t.co/qPZx198vNt&#8221;,156,you must be retarded quote with a thirst trap,must retarded quote thirst trap,1
3,0,3,0,Offensive Language,Niggas is bitches,17,niggas is bitches,nigga bitch,1
3,0,3,0,Offensive Language,"RT @Pearls_N_Kisses: These hoes be acting up.. &amp; you know what, Imma let em..",81,these hoes be acting up amp you know what imma let em,hoe acting amp know imma let em,1
3,0,3,0,Offensive Language,@Inkedup_Tiny ^___^ still should've walked over and said something pussy,72,still shouldve walked over and said something pussy,still shouldve walked said something pussy,1
3,0,3,0,Offensive Language,Ross text me back you twat,26,ross text me back you twat,ross text back twat,1
3,0,3,0,Offensive Language,The type of bitches that I like think broke is disgusting,57,the type of bitches that i like think broke is disgusting,type bitch like think broke disgusting,1
3,0,3,0,Offensive Language,RT @LosBeOnIt: Lmaoooo RT @cqminaj: When you break up with your bf and you gotta pull out your old hoe moves like http://t.co/w9ctZKcXCJ,136,lmaoooo when you break up with your bf and you got to pull out your old hoe moves like,lmaoooo break bf got pull old hoe move like,1
3,0,3,0,Offensive Language,"RT @__YouWEAKTho: ain't no ""WE"" in this bitch .",47,aint no we in this bitch,aint bitch,1
3,2,1,0,Hate Speech,"RT @MXLLXVV: ""@VivaLAJuicyy69: ----&gt; tragedy smh RT @MXLLXVV: Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;",146,gt tragedy smh niggas dont know you but will throw dirt on your name for the pussy you h,gt tragedy smh nigga dont know throw dirt name pussy h,0
3,0,3,0,Offensive Language,@KeiveeB shut up bitch it ainn complete witout Money Melle n it,63,shut up bitch it ainn complete witout money melle n it,shut bitch ainn complete witout money melle n,1
3,0,3,0,Offensive Language,"Some of yall just ""popular"" cuz of yall name . These bitches be ugly",68,some of yall just popular cuz of yall name these bitches be ugly,yall popular cuz yall name bitch ugly,1
3,0,3,0,Offensive Language,Fucking thirsty bitches,23,fucking thirsty bitches,fucking thirsty bitch,1
3,0,3,0,Offensive Language,"RT @TayWest: When hoes call other hoes ""hoes"" http://t.co/39yoPnqqau",68,when hoes call other hoes hoes,hoe call hoe hoe,1
3,1,2,0,Offensive Language,no flex zone.... hoe,20,no flex zone hoe,flex zone hoe,1
3,0,3,0,Offensive Language,I love bad bitches &#128525;&#128525;&#128525;,46,i love bad bitches,love bad bitch,1
3,0,3,0,Offensive Language,"@CiscoAllDay why she a hoe we know about 5 dudes that hit Kim, 5 these hoes out here doing that in a week",105,why she a hoe we know about dudes that hit kim these hoes out here doing that in a week,hoe know dude hit kim hoe week,1
3,0,3,0,Offensive Language,&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch,125,my dog like scratches at the floor before he lays down hes weird buddys normal your weird bitch,dog like scratch floor lay he weird buddy normal weird bitch,1
3,0,0,3,Neither,RT @gatorhoops: Ill-advised slant call there.,45,illadvised slant call there,illadvised slant call,2
3,0,3,0,Offensive Language,@TedNugent Why werent you so gung ho when you got drafted instead of shitting yourself? You seem like another Repcon Chicken hawk..,131,why werent you so gung ho when you got drafted instead of shitting yourself you seem like another repcon chicken hawk,werent gung ho got drafted instead shitting seem like another repcon chicken hawk,1
3,0,3,0,Offensive Language,Nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window.,130,nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window,nigga straight gentleman speaks bitch come funky as attitude gentleman shit go window,1
3,0,3,0,Offensive Language,"RT @TooSexist: Women complain that chivalry is dead. Yes congratulations bitches, you killed it with feminism http://t.co/Mrc82ZUhOn",132,women complain that chivalry is dead yes congratulations bitches you killed it with feminism,woman complain chivalry dead yes congratulation bitch killed feminism,1
3,0,3,0,Offensive Language,@heydenbunsyolo @jordan536633 @bird_lovin bitch no u not u look like a full breaded cracker,91,bitch no u not u look like a full breaded cracker,bitch u u look like full breaded cracker,1
3,0,0,3,Neither,Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.,111,lmfao the new york have won world series titles the most of alltime,lmfao new york world series title alltime,2
3,3,0,0,Hate Speech,RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him,88,i want to sleep but im outside with this nigger lol trying to hang him,want sleep im outside nigger lol trying hang,0
3,1,2,0,Offensive Language,@TheJadedNYer nope! btw you's a hoe lol,39,nope btw yous a hoe lol,nope btw yous hoe lol,1
3,0,3,0,Offensive Language,"@RichHomieLexx_ tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo",140,tryanna explain sumn to des young boys out here now daysthey dont know wat a true pimp is i be pimpin des hoes moma lmfaoo,tryanna explain sumn de young boy daysthey dont know wat true pimp pimpin de hoe moma lmfaoo,1
3,0,3,0,Offensive Language,&#8220;@__thaRealist: Shawty wanna charge for pussy but I'm like whoa now&#128561;&#8221; turnt her on to cash she use to fuck for free,135,shawty want to charge for pussy but im like whoa now turnt her on to cash she use to fuck for free,shawty want charge pussy im like whoa turnt cash use fuck free,1
3,0,3,0,Offensive Language,RT @dreaF_: &#8220;@VoiceOfDStreetz: Ross got Amber Rose naked these hoes ain't loyal wiz&#8221; that ain't Amber Rose tho,122,ross got amber rose naked these hoes aint loyal wiz that aint amber rose tho,ross got amber rose naked hoe aint loyal wiz aint amber rose tho,1
3,0,0,3,Neither,"RT @guypbenson: Confused. Are lefties using the #Bridgeghazi hashtag to mock the bridge situation as frivolous, or seriously equating the t&#8230;",146,confused are lefties using the bridgeghazi hashtag to mock the bridge situation as frivolous or seriously equating the t,confused lefty using bridgeghazi hashtag mock bridge situation frivolous seriously equating,2
3,0,3,0,Offensive Language,@Max_Kellerman if it were close than we could bitch but that was going on 10 to zip on scorecards ... Rightful mercy stoppage,125,if it were close than we could bitch but that was going on to zip on scorecards rightful mercy stoppage,close could bitch going zip scorecard rightful mercy stoppage,1
3,0,3,0,Offensive Language,Some croquettes for you hoes,28,some croquettes for you hoes,croquette hoe,1
